TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
12:31:55.213 nvme           2429727 Unknown N    -1         512       0.036
12:31:56.229 nvme           2429783 Unknown N    -1         512       0.032
12:31:57.246 nvme           2429788 Unknown N    -1         512       0.033
12:31:57.858 kworker        2406495 nvme0n1 W    8144984    4096      0.564
12:31:57.858 kworker        2406495 nvme0n1 W    8145008    8192      0.632
12:31:57.858 kworker        2406495 nvme0n1 W    8145136    32768     0.646
12:31:57.858 kworker        2406495 nvme0n1 W    8145264    16384     0.678
12:31:57.859 kworker        2406495 nvme0n1 W    8145328    262144    1.327
12:31:57.859 kworker        2406495 nvme0n1 W    8146352    262144    1.759
12:31:57.859 kworker        2406495 nvme0n1 W    8147376    262144    1.433
12:31:57.860 kworker        2406495 nvme0n1 W    8145840    262144    2.291
12:31:57.860 kworker        2406495 nvme0n1 W    8148400    163840    1.498
12:31:57.860 kworker        2406495 nvme0n1 W    8146864    262144    2.634
12:31:57.860 kworker        2406495 nvme0n1 W    8147888    262144    2.270
12:31:57.860 kworker        2406495 nvme0n1 W    8149488    262144    1.392
12:31:57.861 kworker        2406495 nvme0n1 W    8148976    262144    2.463
12:31:57.861 kworker        2406495 nvme0n1 W    8150512    262144    1.327
12:31:57.861 kworker        2406495 nvme0n1 W    8151536    262144    1.610
12:31:57.861 kworker        2406495 nvme0n1 W    8150000    262144    2.291
12:31:57.861 kworker        2406495 nvme0n1 W    8152560    131072    1.000
12:31:57.862 kworker        2406495 nvme0n1 W    8151024    262144    2.105
12:31:57.862 kworker        2406495 nvme0n1 W    8154608    262144    1.200
12:31:57.862 kworker        2406495 nvme0n1 W    8155376    131072    1.229
12:31:57.862 kworker        2406495 nvme0n1 W    8152048    131072    1.607
12:31:57.862 kworker        2406495 nvme0n1 W    8156808    4096      0.513
12:31:57.862 kworker        2406495 nvme0n1 W    8157840    16384     0.594
12:31:57.862 kworker        2406495 nvme0n1 W    8158000    16384     0.682
12:31:57.863 kworker        2406495 nvme0n1 W    8160072    4096      0.460
12:31:57.863 kworker        2406495 nvme0n1 W    8158064    65536     0.574
12:31:57.863 kworker        2406495 nvme0n1 W    8157168    131072    1.179
12:31:57.863 kworker        2406495 nvme0n1 W    8159728    131072    0.891
12:31:57.863 kworker        2406495 nvme0n1 W    8160496    65536     0.863
12:31:57.863 kworker        2406495 nvme0n1 W    8160752    131072    1.036
12:31:57.863 kworker        2406495 nvme0n1 W    39159816   4096      0.797
12:31:57.863 kworker        2406495 nvme0n1 W    39159936   32768     0.791
12:31:57.864 kworker        2406495 nvme0n1 W    39160192   262144    1.122
12:31:57.864 kworker        2406495 nvme0n1 W    39161448   4096      0.678
12:31:57.864 kworker        2406495 nvme0n1 W    39161152   4096      0.684
12:31:57.864 kworker        2406495 nvme0n1 W    39161296   8192      0.690
12:31:57.864 kworker        2406495 nvme0n1 W    39161592   8192      0.592
12:31:57.864 kworker        2406495 nvme0n1 W    39161744   4096      0.601
12:31:57.864 kworker        2406495 nvme0n1 W    39161888   8192      0.601
12:31:57.864 kworker        2406495 nvme0n1 W    39160704   196608    1.485
12:31:57.864 kworker        2406495 nvme0n1 W    39162040   4096      0.381
12:31:57.865 kworker        2406495 nvme0n1 W    39162192   8192      0.461
12:31:57.865 kworker        2406495 nvme0n1 W    39162576   4096      0.469
12:31:57.865 kworker        2406495 nvme0n1 W    39162728   4096      0.489
12:31:57.865 kworker        2406495 nvme0n1 W    39162872   4096      0.501
12:31:57.865 kworker        2406495 nvme0n1 W    39162368   4096      0.512
12:31:57.865 kworker        2406495 nvme0n1 W    39162504   4096      0.514
12:31:57.865 kworker        2406495 nvme0n1 W    39163024   4096      0.440
12:31:57.865 kworker        2406495 nvme0n1 W    39163184   4096      0.456
12:31:57.865 kworker        2406495 nvme0n1 W    39163392   4096      0.408
12:31:57.865 kworker        2406495 nvme0n1 W    39163248   4096      0.412
12:31:57.865 kworker        2406495 nvme0n1 W    39164608   16384     0.769
12:31:57.865 kworker        2406495 nvme0n1 W    39164288   65536     0.863
12:31:57.866 kworker        2406495 nvme0n1 W    39165880   4096      0.457
12:31:57.866 kworker        2406495 nvme0n1 W    7337992    4096      0.462
12:31:57.866 jbd2/nv        752     nvme1n1 WSM  877876776  131072    0.169
12:31:57.866 jbd2/nv        752     nvme1n1 WSM  877877032  131072    0.197
12:31:57.866 jbd2/nv        752     nvme1n1 WSM  877877288  65536     0.203
12:31:57.866 kworker        2406495 nvme0n1 W    39165184   262144    1.344
12:31:57.866 kworker        2406495 nvme0n1 W    39165952   16384     0.879
12:31:57.866 jbd2/nv        752     nvme1n1 WSM  877877416  4096      0.034
12:31:57.866 kworker        2406495 nvme0n1 W    39166336   196608    1.038
12:31:57.866 kworker        2406495 nvme0n1 W    39163776   262144    1.744
12:31:58.260 nvme           2429803 Unknown N    -1         512       0.035
12:31:58.369 kworker        2406495 nvme0n1 W    37821016   24576     0.562
12:31:59.274 nvme           2429813 Unknown N    -1         512       0.032
12:31:59.392 kworker        2406495 nvme1n1 W    730360552  131072    0.158
12:31:59.392 kworker        2406495 nvme1n1 W    724917320  4096      0.072
12:31:59.392 kworker        2406495 nvme1n1 W    1250936824 4096      0.088
12:31:59.392 kworker        2406495 nvme1n1 W    1485218304 4096      0.092
12:31:59.392 kworker        2406495 nvme1n1 W    625811440  8192      0.099
12:31:59.392 kworker        2406495 nvme1n1 W    730360808  12288     0.111
12:31:59.392 kworker        2406495 nvme1n1 W    625811416  12288     0.106
12:31:59.393 kworker        2406495 nvme1n1 W    625848440  77824     0.137
